Sr No,Fiscal Year,Bid/Direct,Date,Month,Contract No.,Contract Value,Bid No.,Zonal Head,Department Name,Department Location,Department State,Seller Name,Seller Location,Seller State,Seller Contact No.,Category,Decode,Brand Name,Company Name,Meril / Others,Ordered Qty,Unit Price (Incl. of GST),Total Price,DB/COMPANY,Meril DB,Remarks,Gem Seller Id
300,2025-26,Bid/RA,09-08-2025,August,GEMC-511687760302815,23600,GEM/2024/B/5664093,Yellesh M,All India Institute of Medical Sciences (AIIMS),AIIMS Bibinagar (Hyderabad Metropolitan Region) RANGAPURAM NH163 Telangana 508126 Nalgonda TELANGANA508126 India,Telangana,GEETHA PHARMA,"H.NO. 1-1- 52/39, GROUND FLOOR, SHUTTER NO.2,,NEAR KFC, SRI NAGAR COLONY,,KAPRA VILLAGE,MALKAJGIRI MEDCH SECUNDERABAD, Hyderabad, TELANGANA-500062, -",Telangana,9849008994,Ligation Clips,V SHAPE LIGATION CLIP VMLT-060,MERIL,MERIL ENDO SURGERY PVT. LTD,Meril,200,118,23600,Distributor,YES,,TYWW220006477401
301,2025-26,Bid/RA,09-08-2025,August,GEMC-511687760302815,23600,GEM/2024/B/5664093,Yellesh M,All India Institute of Medical Sciences (AIIMS),AIIMS Bibinagar (Hyderabad Metropolitan Region) RANGAPURAM NH163 Telangana 508126 Nalgonda TELANGANA508126 India,Telangana,GEETHA PHARMA,"H.NO. 1-1- 52/39, GROUND FLOOR, SHUTTER NO.2,,NEAR KFC, SRI NAGAR COLONY,,KAPRA VILLAGE,MALKAJGIRI MEDCH SECUNDERABAD, Hyderabad, TELANGANA-500062, -",Telangana,9849008994,Ligation Clips,V SHAPE LIGATION CLIP VMLT-200,Mirus,MERIL ENDO SURGERY PVT. LTD,Meril,200,117,23400,Distributor,YES,,TYWW220006477401
302,2025-26,Bid/RA,09-08-2025,August,GEMC-511687760302815,23600,GEM/2024/B/5664093,Yellesh M,All India Institute of Medical Sciences (AIIMS),AIIMS Bibinagar (Hyderabad Metropolitan Region) RANGAPURAM NH163 Telangana 508126 Nalgonda TELANGANA508126 India,Telangana,GEETHA PHARMA,"H.NO. 1-1- 52/39, GROUND FLOOR, SHUTTER NO.2,,NEAR KFC, SRI NAGAR COLONY,,KAPRA VILLAGE,MALKAJGIRI MEDCH SECUNDERABAD, Hyderabad, TELANGANA-500062, -",Telangana,9849008994,Ligation Clips,V SHAPE LIGATION CLIP VMLT-200,Mirus,MERIL ENDO SURGERY PVT. LTD,Meril,200,117,23400,Distributor,YES,,TYWW220006477401
303,2025-26,Bid/RA,07-08-2025,August,GEMC-511687738634155,460620,GEM/2025/B/6335296,Yellesh M,Sree Chitra Tirunal Institute for Medical Sciences and Technology (SCTIMST),Sree Chitra Tirunal Institute For Medical Science and TechnologyMedical College PO Triavndrum Thiruvananthapuram KERALA695011 India,Kerala,MEDIBRIGHT SURGICALS,"53/650-1,medibright surgicals,GROUND FLOOR BARL TOWER,AYYANTHOLE, Thrissur, KERALA-680003, -",Kerala,9744002907,Ligation Clips,1205,WECK,TELEFLEX MEDICAL,Others,18000,25.59,460620,Distributor,NO,,7E9A200001228604
304,2025-26,Bid/RA,07-08-2025,August,GEMC-511687738634155,460620,GEM/2025/B/6335296,Yellesh M,Sree Chitra Tirunal Institute for Medical Sciences and Technology (SCTIMST),Sree Chitra Tirunal Institute For Medical Science and TechnologyMedical College PO Triavndrum Thiruvananthapuram KERALA695011 India,Kerala,MEDIBRIGHT SURGICALS,"53/650-1,medibright surgicals,GROUND FLOOR BARL TOWER,AYYANTHOLE, Thrissur, KERALA-680003, -",Kerala,9744002907,Ligation Clips,1205,WECK,TELEFLEX MEDICAL,Others,18000,25.59,460620,Distributor,NO,,7E9A200001228604
305,2025-26,Bid/RA,04-08-2025,August,GEMC-511687755821241,30880,GEM/2025/B/6308511,Rana Nandy,Eastern Railway,MEDICAL DIRECTOR B R SINGH HOSPITAL EASTERN RAILWAYMEDICAL DEPARTMENTSEALDAH Kolkata WEST BENGAL700014 India,West Bengal,QUBIX MEDICARE PRIVATE LIMITED,"# 1421,,8Th Main Judical Layout,,Yelahanka,,Bangalore, Bangalore, KARNATAKA-560065, -",Karnataka,8951185742,Ligation Clips,TC-06L,QUBIX,QUBIX MEDICARE PRIVATE LIMITED,Others,160,193,30880,Company,NO,,9FHS220006282257
306,2025-26,Bid/RA,04-08-2025,August,GEMC-511687755821241,30880,GEM/2025/B/6308511,Rana Nandy,Eastern Railway,MEDICAL DIRECTOR B R SINGH HOSPITAL EASTERN RAILWAYMEDICAL DEPARTMENTSEALDAH Kolkata WEST BENGAL700014 India,West Bengal,QUBIX MEDICARE PRIVATE LIMITED,"# 1421,,8Th Main Judical Layout,,Yelahanka,,Bangalore, Bangalore, KARNATAKA-560065, -",Karnataka,8951185742,Ligation Clips,TC-06L,QUBIX,QUBIX MEDICARE PRIVATE LIMITED,Others,160,193,30880,Company,NO,,9FHS220006282257
307,2025-26,Bid/RA,02-08-2025,August,GEMC-511687782332985,14040,GEM/2025/B/6420800,Ajeet Srivastava,Employees State Insurance Corporation (ESIC),ESIC NODAL HOSPITAL A 3 SECTOR 24 NOIDA UP GAUTAM BUDDHA NAGAR UTTAR PRADESH201301 India,Uttar Pradesh,DIVINE HEALTHCARE,"0,Main Road Gawan,Opposite Police chowki,Gawan,Sambhal, Budaun, UTTAR PRADESH-202527, -",Uttar Pradesh,9458413717,Ligation Clips,MIRUS LIGATION CLIP MLT-300,Mirus,MERIL ENDO SURGERY PVT. LTD,Meril,54,260,14040,Distributor,NO,,UGA0210003534113
308,2025-26,Bid/RA,02-08-2025,August,GEMC-511687782332985,14040,GEM/2025/B/6420800,Ajeet Srivastava,Employees State Insurance Corporation (ESIC),ESIC NODAL HOSPITAL A 3 SECTOR 24 NOIDA UP GAUTAM BUDDHA NAGAR UTTAR PRADESH201301 India,Uttar Pradesh,DIVINE HEALTHCARE,"0,Main Road Gawan,Opposite Police chowki,Gawan,Sambhal, Budaun, UTTAR PRADESH-202527, -",Uttar Pradesh,9458413717,Ligation Clips,MIRUS LIGATION CLIP MLT-300,Mirus,MERIL ENDO SURGERY PVT. LTD,Meril,54,260,14040,Distributor,NO,,UGA0210003534113
309,2025-26,Bid/RA,03-04-2025,April,GEMC-511687709088957,456000,GEM/2024/B/5608319,Yellesh M,Employees State Insurance Corporation,ESIC MEDICAL COLLEGE AND HOSPITAL Sanathanagar Hyderabad HYDERABAD TELANGANA500038 India,Telangana,mr surgicals,"6-19/5/T 302, 07,SAI JYOTHI ARCADE,BUDDHA NAGAR,Village/Town - MEDIPALLY, City - HYDERABAD, MEDCHAL MALKAJGIRI, TELANGANA-500098, India",Telangana,7416407108,Ligation Clips,5200,WECK,TELEFLEX MEDICAL,Others,4800,95,456000,Distributor,NO,,CFY4230009979956
310,2025-26,Bid/RA,03-04-2025,April,GEMC-511687709088957,456000,GEM/2024/B/5608319,Yellesh M,Employees State Insurance Corporation,ESIC MEDICAL COLLEGE AND HOSPITAL Sanathanagar Hyderabad HYDERABAD TELANGANA500038 India,Telangana,mr surgicals,"6-19/5/T 302, 07,SAI JYOTHI ARCADE,BUDDHA NAGAR,Village/Town - MEDIPALLY, City - HYDERABAD, MEDCHAL MALKAJGIRI, TELANGANA-500098, India",Telangana,7416407108,Ligation Clips,5200,WECK,TELEFLEX MEDICAL,Others,4800,95,456000,Distributor,NO,,CFY4230009979956
311,2025-26,Bid/RA,04-08-2025,August,GEMC-511687721982054,38000,GEM/2025/B/6438750,Rana Nandy,Employees State Insurance Corporation (ESIC),Medical Superintendent ESIC Hospital Adityapur Near Ashiyana Trade Center Saldih Basti Adityapur. SARAIKELA JHARKHAND831013 India,Jharkhand,Shree Balaji healthcare,"16,Ganga Moni Road,shibpur,Howrah, Howrah, WEST BENGAL-711102, -",West Bengal,8910936493,Hernia Mesh (V2),QLMC 611,QUBIX,QUBIX MEDICARE PRIVATE LIMITED,Others,8,4750,38000,Distributor,NO,,3RTA220007220487
312,2025-26,Bid/RA,04-08-2025,August,GEMC-511687721982054,38000,GEM/2025/B/6438750,Rana Nandy,Employees State Insurance Corporation (ESIC),Medical Superintendent ESIC Hospital Adityapur Near Ashiyana Trade Center Saldih Basti Adityapur. SARAIKELA JHARKHAND831013 India,Jharkhand,Shree Balaji healthcare,"16,Ganga Moni Road,shibpur,Howrah, Howrah, WEST BENGAL-711102, -",West Bengal,8910936493,Hernia Mesh (V2),QLMC 611,QUBIX,QUBIX MEDICARE PRIVATE LIMITED,Others,8,4750,38000,Distributor,NO,,3RTA220007220487
313,2025-26,Direct,04-08-2025,August,GEMC-511687760500014,71680,GEM/2025/B/6350897,Kapil Arora,Rail Coach Factory Kapurthala,Principal Cheif Material Manager Office Administrative Building Rail Coach Factory Kapurthala KAPURTHALA PUNJAB144602 India,Punjab,QUBIX MEDICARE PRIVATE LIMITED,"# 1421,,8Th Main Judical Layout,,Yelahanka,,Bangalore, Bangalore, KARNATAKA-560065, -",Karnataka,8951185742,Hernia Fixation Device (V2),QAT30L,QUBIX,QUBIX MEDICARE PRIVATE LIMITED,Others,4,17920,71680,Company,NO,,9FHS220006282257
314,2025-26,Direct,04-08-2025,August,GEMC-511687760500014,71680,GEM/2025/B/6350897,Kapil Arora,Rail Coach Factory Kapurthala,Principal Cheif Material Manager Office Administrative Building Rail Coach Factory Kapurthala KAPURTHALA PUNJAB144602 India,Punjab,QUBIX MEDICARE PRIVATE LIMITED,"# 1421,,8Th Main Judical Layout,,Yelahanka,,Bangalore, Bangalore, KARNATAKA-560065, -",Karnataka,8951185742,Hernia Fixation Device (V2),QAT30L,QUBIX,QUBIX MEDICARE PRIVATE LIMITED,Others,4,17920,71680,Company,NO,,9FHS220006282257
315,2025-26,Bid/RA,23-04-2025,April,GEMC-511687731815880,150000,GEM/2024/B/5458375,Yellesh M,Employees State Insurance Corporation (ESIC),ESIC Hospital Peenya Sy.No.11551 5th Main Road Near FTI Campus Yeshwanthpur Suburb Yeshwanthpur Post Office Bangalore BANGALORE CITY KARNATAKA560022 India,Karnataka,FAIR DEAL PHARMA,"#164,multi complex,P.O.Box-7182, #164/3,1st floor, sultanpet main road, Bangalore-560053,sultanpet, BANGALORE, Karnataka-560053, India",Karnataka,9916848635,Cartridges for Linear Cutter Stapler,TRIO RELOADS MECRB60,Mirus,MERIL ENDO SURGERY PVT. LTD,Meril,15,10000,150000,Distributor,YES,,624E180000095372
316,2025-26,Bid/RA,23-04-2025,April,GEMC-511687731815880,150000,GEM/2024/B/5458375,Yellesh M,Employees State Insurance Corporation (ESIC),ESIC Hospital Peenya Sy.No.11551 5th Main Road Near FTI Campus Yeshwanthpur Suburb Yeshwanthpur Post Office Bangalore BANGALORE CITY KARNATAKA560022 India,Karnataka,FAIR DEAL PHARMA,"#164,multi complex,P.O.Box-7182, #164/3,1st floor, sultanpet main road, Bangalore-560053,sultanpet, BANGALORE, Karnataka-560053, India",Karnataka,9916848635,Cartridges for Linear Cutter Stapler,TRIO RELOADS MECRB60,Mirus,MERIL ENDO SURGERY PVT. LTD,Meril,15,10000,150000,Distributor,YES,,624E180000095372
317,2025-26,Bid/RA,13-10-2025,October,GEMC-511687743631742,144480,GEM/2025/B/6147787,Rana Nandy,All India Institute of Medical Sciences (AIIMS),CENTRAL STORE IPD BUILDING BASEMENT (BLOCKA) AIIMS DEOGHAR DEVIPUR POST ROHINI DISTT DEOGHAR (JHARKHAND) STORE LANDLINE NO. 06432291096 & Mobile No. 8210472371,Jharkhand,VIKASH PHARMACEUTICALS,"ROOM NO 56 3RD FLOOR,BLOCK B MEHTA BUILDING,B R B BASU ROAD,KOLKATA, Kolkata, WEST BENGAL-700001, -",West Bengal,9830054153,Ligation Clips,WMI-PC230,Unbranded--WELFARE MEDICAL INDIA PRIVATE LIMITED,WELFARE MEDICAL INDIA PRIVATE LIMITED,Others,84,1720,144480,Distributor,NO,,5ECF200001203423
318,2025-26,Bid/RA,13-10-2025,October,GEMC-511687743631742,144480,GEM/2025/B/6147787,Rana Nandy,All India Institute of Medical Sciences (AIIMS),CENTRAL STORE IPD BUILDING BASEMENT (BLOCKA) AIIMS DEOGHAR DEVIPUR POST ROHINI DISTT DEOGHAR (JHARKHAND) STORE LANDLINE NO. 06432291096 & Mobile No. 8210472371,Jharkhand,VIKASH PHARMACEUTICALS,"ROOM NO 56 3RD FLOOR,BLOCK B MEHTA BUILDING,B R B BASU ROAD,KOLKATA, Kolkata, WEST BENGAL-700001, -",West Bengal,9830054153,Ligation Clips,WMI-PC240,Unbranded--WELFARE MEDICAL INDIA PRIVATE LIMITED,WELFARE MEDICAL INDIA PRIVATE LIMITED,Others,84,1720,144480,Distributor,NO,,5ECF200001203423
319,2025-26,Bid/RA,13-10-2025,October,GEMC-511687743631742,144480,GEM/2025/B/6147787,Rana Nandy,All India Institute of Medical Sciences (AIIMS),CENTRAL STORE IPD BUILDING BASEMENT (BLOCKA) AIIMS DEOGHAR DEVIPUR POST ROHINI DISTT DEOGHAR (JHARKHAND) STORE LANDLINE NO. 06432291096 & Mobile No. 8210472371,Jharkhand,VIKASH PHARMACEUTICALS,"ROOM NO 56 3RD FLOOR,BLOCK B MEHTA BUILDING,B R B BASU ROAD,KOLKATA, Kolkata, WEST BENGAL-700001, -",West Bengal,9830054153,Ligation Clips,WMI-PC250,Unbranded--WELFARE MEDICAL INDIA PRIVATE LIMITED,WELFARE MEDICAL INDIA PRIVATE LIMITED,Others,70,1720,120400,Distributor,NO,,5ECF200001203423
320,2025-26,Bid/RA,08-10-2025,October,GEMC-511687762365474,8880,GEM/2025/B/6511228,Rana Nandy,Employees State Insurance Corporation,ESIC HOSPITAL JOKA DIAMOND HARBOUR ROAD SOUTH 24 PARAGANAS WEST BENGAL700104 India,West Bengal,SURGICAL SUTURES PRIVATE LIMITED,"NO. 7,10TH A CROSS,PEENYA 2ND STAGE,THIGALARAPALLYA MAIN ROAD BALAJINAGAR, Bangalore, KARNATAKA-560058, -",Karnataka,9620669786,Sutures (V3),SEAMCRYL-2346,SEAM,SURGICAL SUTURES PVT. LTD,Others,240,37,8880,Company,NO,,Q17V210004173240
321,2025-26,Bid/RA,16-09-2025,September,GEMC-511687737359972,41664,GEM/2025/B/6633465,Mangesh Chandurkar,Department of Health Research,Raisen By Pass Road Karond Bhopal BHOPAL MADHYA PRADESH462038 India,Madhya Pradesh,JEEVAN DEVICES,"PLOT NO. 1 GROUND FLOOR,PRAKASH NAGAR,AYODHYA BYPASS ROAD,BHOPAL, Bhopal, MADHYA PRADESH-462041, -",Madhya Pradesh,9827050836,Linear Cutter Stapler Cartridge (V2),VTXLCR60B,VERTEX,VERTEX,Others,24,1736,41664,Distributor,NO,,SXQO230008822210
322,2025-26,Bid/RA,16-09-2025,September,GEMC-511687737359972,41664,GEM/2025/B/6633465,Mangesh Chandurkar,Department of Health Research,Raisen By Pass Road Karond Bhopal BHOPAL MADHYA PRADESH462038 India,Madhya Pradesh,JEEVAN DEVICES,"PLOT NO. 1 GROUND FLOOR,PRAKASH NAGAR,AYODHYA BYPASS ROAD,BHOPAL, Bhopal, MADHYA PRADESH-462041, -",Madhya Pradesh,9827050836,Linear Cutter Stapler Cartridge (V2),VTXLCR80B,VERTEX,VERTEX,Others,24,1960,47040,Distributor,NO,,SXQO230008822210
323,2025-26,Bid/RA,04-09-2025,September,GEMC-511687706851100,27200,GEM/2025/B/6270430,Ashish Hasija,Health & Family Welfare Department Gujarat,GMERS MEDICAL COLLEGE & GENERAL HOSPITAL RAJPIPLA NARMADA GUJARAT393145 India,Gujarat,AQMEN MEDTECH PRIVATE LIMITED,"Site No.46/1, 9th Mile,Nanjundeshwara Layout, Tumkur Road, Chikkabiddrekallu,Nagasandra Post, Bengaluru Urban,Bengaluru, Bangalore, KARNATAKA-560073, -",Karnataka,7760741327,Sutures (V3),AB 0215 N27,AQPDsyn,Aqmen Medtech Private Limited,Others,50,544,27200,Company,NO,,K4OS210003907957
324,2025-26,Bid/RA,10-10-2025,October,GEMC-511687759575100,5999800,GEM/2025/B/6512646,Ajeet Srivastava,Directorate of Medical Education and Training,Autonomous state medical college RTI Maidan near Prakash Nagar Chauraha Ghazipur Ghazipur UTTAR PRADESH233001 India,Uttar Pradesh,M/S GN ASSOCIATES,"Shop No. A-2,Amber Medicine Market,Aminabad,Naya Gaon, Lucknow, UTTAR PRADESH-226018, -",Uttar Pradesh,9140194457,Advanced Bipolar and Ultrasonic Energy Generator (V2),Ubersonic,LOTUS,TI MEDICAL PRIVATE LIMITED (FORMERLY KNOWN AS LOTUS SURGICALS PRIVATE LIMITED),Others,2,2999900,5999800,Distributor,NO,,3B73180000441725
325,2025-26,Bid/RA,07-10-2025,October,GEMC-511687796856294,1260000,GEM/2025/B/6534460,Yellesh M,Sree Chitra Tirunal Institute for Medical Sciences and Technology (SCTIMST),Sree Chitra Tirunal Institute For Medical Science and TechnologyMedical College PO Triavndrum Thiruvananthapuram KERALA695011 India,Kerala,AEGIS LIFESCIENCES PRIVATE LIMITED,"215/216,MAHA GUJARAT INDUSTRIAL ESTATE,SARKHEJ BAVLA ROAD,MORAIYA, AHMEDABAD, Gujarat-382213, India",Gujarat,9512683131,Absorbable Hemostat (V2),SOO-0203,Surgi-ORC,Aegis Lifesciences Pvt. Ltd.,Others,3000,420,1260000,Company,NO,,FB80180000116875
326,2025-26,Bid/RA,20-09-2025,September,GEMC-511687772496756,225500,GEM/2025/B/6262694,Yellesh M,Employees State Insurance Corporation (ESIC),& Super Specialty Hospital Asramam KOLLAM CITY KERALA691002 India,Kerala,VITA MEDICARE,"TC 17/4721,-Ravi Mandir,Pottakuzhi,Thiruvananthapuram, Thiruvananthapuram, KERALA-695004, -",Kerala,8129678255,Hernia Mesh (V2),MERINEUM MESH TSM715RE,Merineum,MERIL ENDO SURGERY PVT. LTD,Meril,100,2255,225500,Distributor,YES,,IQ1J210003425506
327,2025-26,Bid/RA,06-10-2025,October,GEMC-511687751778450,465138,GEM/2025/B/6409046,Yellesh M,Sree Chitra Tirunal Institute for Medical Sciences and Technology (SCTIMST),Sree Chitra Tirunal Institute For Medical Science and TechnologyMedical College PO Triavndrum Thiruvananthapuram KERALA695011 India,Kerala,ASWINI HEALTH SPECIALITIES (INDIA) PRIVATE LIMITED,"IV/675,FERRY ROAD,KALAMASSERY, Ernakulam, KERALA-683104, -",Kerala,4842550121,Sutures (V3),MCP936H,ETHICON,JOHNSON & JOHNSON ETHICON ENDOSURGERY,Others,900,516.82,465138,Company,NO,,PNJK220006632851
328,2025-26,Bid/RA,06-10-2025,October,GEMC-511687744610694,12720,GEM/2025/B/6365909,Yellesh M,Sree Chitra Tirunal Institute for Medical Sciences and Technology (SCTIMST),Sree Chitra Tirunal Institute For Medical Science and TechnologyMedical College PO Triavndrum Thiruvananthapuram KERALA695011 India,Kerala,DOCTORS PHARMA,"T.C-96/2912, PNAA 705,PRASANTH NAGAR,PRASANTH NAGAR,MEDICAL COLLEGE P.O., Thiruvananthapuram, KERALA-695011, -",Kerala,9447205658,Sutures (V3),SN3336,TRULON,HEALTHIUM MEDTECH LIMITED,Others,400,31.8,12720,Distributor,NO,,HSBT220006082944
329,2025-26,Bid/RA,06-10-2025,October,GEMC-511687775396705,461500,GEM/2025/B/6365909,Yellesh M,Sree Chitra Tirunal Institute for Medical Sciences and Technology (SCTIMST),Sree Chitra Tirunal Institute For Medical Science and TechnologyMedical College PO Triavndrum Thiruvananthapuram KERALA695011 India,Kerala,FORTUNA TECHNOLOGIES,"MRA-A70, TC 38/295 (Old TC 6/1248),Maruthankuzhy,Kanjirampara,Trivandrum, Thiruvananthapuram, KERALA-695030, -",Kerala,9847944991,Sutures (V3),88863271-41 Ti-Cron,medtronic,India Medtronic Private Limited,Others,1300,355,461500,Distributor,NO,,Q1OU210002073867
330,2025-26,Bid/RA,06-10-2025,October,GEMC-511687774202717,42120,GEM/2025/B/6154083,Deepak Kumar Agrawal,Central Health Service Ministry of Health and Family Welfare,OFFICE OF THE MEDICAL SUPERINTENDENT SAFDARJUNG HOSPITAL NEW DELHI110029 NEW DELHI DELHI110029 India,Delhi,AQMEN MEDTECH PRIVATE LIMITED,"Site No.46/1, 9th Mile,Nanjundeshwara Layout, Tumkur Road, Chikkabiddrekallu,Nagasandra Post, Bengaluru Urban,Bengaluru, Bangalore, KARNATAKA-560073, -",Karnataka,7760741327,Sutures (V3),AM 3340,AQlon,Aqmen Medtech Private Limited,Others,1560,27,42120,Company,NO,,K4OS210003907957
331,2025-26,Bid/RA,06-10-2025,October,GEMC-511687774202717,42120,GEM/2025/B/6154083,Deepak Kumar Agrawal,Central Health Service Ministry of Health and Family Welfare,OFFICE OF THE MEDICAL SUPERINTENDENT SAFDARJUNG HOSPITAL NEW DELHI110029 NEW DELHI DELHI110029 India,Delhi,AQMEN MEDTECH PRIVATE LIMITED,"Site No.46/1, 9th Mile,Nanjundeshwara Layout, Tumkur Road, Chikkabiddrekallu,Nagasandra Post, Bengaluru Urban,Bengaluru, Bangalore, KARNATAKA-560073, -",Karnataka,7760741327,Sutures (V3),AM 3328-45 N16,AQlon,Aqmen Medtech Private Limited,Others,5331,22.85,121813.35,Company,NO,,K4OS210003907957
332,2025-26,Bid/RA,06-10-2025,October,GEMC-511687774202717,42120,GEM/2025/B/6154083,Deepak Kumar Agrawal,Central Health Service Ministry of Health and Family Welfare,OFFICE OF THE MEDICAL SUPERINTENDENT SAFDARJUNG HOSPITAL NEW DELHI110029 NEW DELHI DELHI110029 India,Delhi,AQMEN MEDTECH PRIVATE LIMITED,"Site No.46/1, 9th Mile,Nanjundeshwara Layout, Tumkur Road, Chikkabiddrekallu,Nagasandra Post, Bengaluru Urban,Bengaluru, Bangalore, KARNATAKA-560073, -",Karnataka,7760741327,Sutures (V3),AM 3336,AQlon,Aqmen Medtech Private Limited,Others,9389,23.5,220641.5,Company,NO,,K4OS210003907957
333,2025-26,Bid/RA,16-09-2025,September,GEMC-511687763243226,3812,GEM/2025/B/6633565,Mangesh Chandurkar,Department of Health Research,Raisen By Pass Road Karond Bhopal BHOPAL MADHYA PRADESH462038 India,Madhya Pradesh,ANAND CHEMICEUTICS,"A/7,Renuka Society,BIBVEWADI, Pune, MAHARASHTRA-411037, -",Maharashtra,9022880572,Hernia Mesh (V2),FILAPROP MESH PPM715,FILAPROP MESH,MERIL ENDO SURGERY PVT. LTD,Meril,30,127.05,3811.5,Distributor,NO,,ACB4190000773569
334,2025-26,Bid/RA,10-10-2025,October,GEMC-511687739241792,94872,GEM/2025/B/6730532,Mangesh Chandurkar,Department of Health Research,Raisen By Pass Road Karond Bhopal BHOPAL MADHYA PRADESH462038 India,Madhya Pradesh,BIOMED INSTRUMENT,"110 B,Gayatri Paradise,Kanadiya Road,Indore, Indore, MADHYA PRADESH-452016, -",Madhya Pradesh,9039476969,Linear Cutter Stapler Cartridge (V2),ADVALCR55R3,ADVASTAP,ADVANCED MEDTECH SOLUTIONS PVT. LTD,Others,24,3953,94872,Distributor,NO,,51FE180000117228
335,2025-26,Bid/RA,22-09-2025,September,GEMC-511687762654735,561792,GEM/2025/B/6344531,Yellesh M,Employees State Insurance Corporation,ESIC MEDICAL COLLEGE AND HOSPITAL Sanathanagar Hyderabad HYDERABAD TELANGANA500038 India,Telangana,SUNEEL PHARMA & DIAGNOSTICS,"6-3-1216/142,Methodist Colony,Kundan Bagh Road,Begumpet, Hyderabad, TELANGANA-500016, -",Telangana,9866234591,Hemorrhoid Stapler (V2),VTXSHS34TC,VERTEX,VERTEX,Others,57,9856,561792,Distributor,YES,,B4F2200001195371
336,2025-26,Bid/RA,10-10-2025,October,GEMC-511687771136401,103776,GEM/2025/B/6730780,Mangesh Chandurkar,Department of Health Research,Raisen By Pass Road Karond Bhopal BHOPAL MADHYA PRADESH462038 India,Madhya Pradesh,BIOMED INSTRUMENT,"110 B,Gayatri Paradise,Kanadiya Road,Indore, Indore, MADHYA PRADESH-452016, -",Madhya Pradesh,9039476969,Linear Cutter Stapler Cartridge (V2),ADVALCR75R3,ADVASTAP,ADVANCED MEDTECH SOLUTIONS PVT. LTD,Others,24,4324,103776,Distributor,NO,,51FE180000117228
337,2025-26,Bid/RA,25-09-2025,September,GEMC-511687709818969,83085,GEM/2024/B/5006997,Yellesh M,Employees State Insurance Corporation (ESIC),ESIC Medical College and Hospital Sedam Road Kalaburagi 585106 Gulbarga KARNATAKA585106 India,Karnataka,AQMEN MEDTECH PRIVATE LIMITED,"Site No.46/1, 9th Mile,Nanjundeshwara Layout, Tumkur Road, Chikkabiddrekallu,Nagasandra Post, Bengaluru Urban,Bengaluru, Bangalore, KARNATAKA-560073, -",Karnataka,7760741327,Sutures (V2),AM2317,AQSOLVE,AQMEN MEDTECH PRIVATE LIMITED,Others,2292,36.25,83085,Company,NO,,K4OS210003907957
338,2025-26,Bid/RA,24-07-2025,July,GEMC-511687705475857,38112,GEM/2025/B/5967320,Ashish Hasija,Employees State Insurance Corporation,E. S. I. C. HOSPITAL; 3H3 Jhalawar Road Opp. Aerodrom Vigyan Nagar Kota Rajasthan Kota RAJASTHAN324005 India,Rajasthan,FUTURA SURGICARE PRIVATE LIMITED,"No. 86/C2, 3rd Main, 3rd A Cross,Industrial Suburb,,2nd Stage,,Yeshwanthpur,, Bangalore, KARNATAKA-560022, -",Karnataka,9845434088,Hernia Mesh (V2),MMR0611V2,MONOSOLVE,FUTURA SURGICARE PVT LTD,Others,10,3811.2,38112,Company,NO,,12EA180000337863
339,2025-26,Direct,10-05-2025,May,GEMC-511687748282584,187950,GEM/2025/B/6181446,Mangesh Chandurkar,Employees State Insurance Corporation,Raisen By Pass Road Karond Bhopal BHOPAL MADHYA PRADESH462038 India,Madhya Pradesh,INDIA MEDTRONIC PRIVATE LIMITED,"1261, 6TH FLOOR,SOLITAIRE CORPORATE PARK, BUILDING NUMBER 12,Andheri Ghatkopar Link Road,,ANDHERI(EAST), Mumbai, MAHARASHTRA-400093, -",Maharashtra,9911313927,Hernia Mesh (V2),PPDS2015- PARIETENE DS COMPOSITE MESH,medtronic,India Medtronic Private Limited,Others,10,18795,187950,Company,NO,,95EC180000108949
340,2025-26,Bid/RA,05-07-2025,July,GEMC-511687793477550,83460,GEM/2025/B/6363176,Mangesh Chandurkar,Department of Health Research,Raisen By Pass Road Karond Bhopal BHOPAL MADHYA PRADESH462038 India,Madhya Pradesh,HONEY ENTERPRISES,"F-22,VERDHMAN CITY PLAZA,HAMIDIA ROAD,DAWA BAZAR, Bhopal, MADHYA PRADESH-462001, -",Madhya Pradesh,9826393049,Hernia Fixation Device (V2),PROFOUND A MFD15A,MERIL,MERIL ENDO SURGERY PVT. LTD,Meril,6,13910,83460,Distributor,YES,,93B7180000117217
341,2025-26,Bid/RA,07-07-2025,July,GEMC-511687754455944,38940,GEM/2025/B/6365077,Mangesh Chandurkar,Department of Health Research,Raisen By Pass Road Karond Bhopal BHOPAL MADHYA PRADESH462038 India,Madhya Pradesh,JUPITER HEALTH CARE,"Shop no.83, Second Floor, Omaxe Commercial Tower,Sonipat, Sonipat, HARYANA-131001, -",Haryana,9999660082,Hemorrhoid Stapler (V2),CLONMED PPH,ClonMed,JUPITER HEALTH CARE,Others,6,6490,38940,Company,NO,,D088190000766537
