Sr. No.,Tender Id,T247 Id,Tender Number,Meril Ref No,New Govt Code,Distributor Master,Zonal Head Name,Front Line Sales,HO Name,Site Location,Tender Due Date,Pre Bid Meeting Date,Quantity,Uom,Sap Material Code,Model,Lob,Segment,Sales Cat,status,Remarks,Estimated Cost,Final Remarks,Bidder Company,Bidder Model,Bidder Price,Bidder Rank
177,2302,92184426,,,,,,,,"Pune, Maharashtra, India",15-09-2025,,,,,,,,,N/A,,21781266,,,,,
178,4397,92695500,GEM/2025/B/6706123,,,,,,,"Khurja, Uttar Pradesh, India",06-10-2025,,950,,,,,,,N/A,,21619633,,,,,
179,7813,93581319,,,,,,,,"Peddapalli, Telangana, India",24-10-2025,ref to doc,,,,,,,,N/A,,21603027,,,,,
180,389,91631832,GEM/2025/B/6583797,,,,,,,"Visakhapatnam, Andhra Pradesh, India",10-09-2025,ref to doc,4,,,,,,,N/A,,21581621,,,,,
181,5191,92907053,2025_CEBMT_118675_2,,,,,,,"Sonepur, Orissa, India",22-10-2025,ref to doc,,,,,,,,N/A,,21428571,,,,,
182,5192,92907063,2025_CEBMT_118675_5,,,,,,,"Sonepur, Orissa, India",22-10-2025,ref to doc,,,,,,,,N/A,,21008829,,,,,
183,5193,92907099,2025_CEBMT_118675_3,,,,,,,"Sonepur, Orissa, India",22-10-2025,ref to doc,,,,,,,,N/A,,21008403,,,,,
184,3063,92375636,,,,,,,,"Mandya, Karnataka, India",30-09-2025,ref to doc,,,,,,,,N/A,,20900000,,,,,
185,5691,93013223,E0325O0186,,,,,,,"Kothagudem, Telangana, India",21-10-2025,,,,,,,,,N/A,,20800000,,,,,
186,5692,93015996,632021-E0325O0186,,,,,,,"Hyderabad, Telangana, India",21-10-2025,ref to doc,,,,,,,,N/A,,20800000,,,,,
187,7879,93591426,GEM/2025/B/6781103,,,,,,,"Pratapgarh, Uttar Pradesh, India",31-10-2025,,1045320,,,,,,,N/A,,20600000,,,,,
188,7123,93419151,GEM/2025/B/6745416,,,,,,,"Lucknow, Uttar Pradesh, India",01-11-2025,ref to doc,234,,,,,,,N/A,,20553517,,,,,
189,86,90976668,2025_SPMCB_491555_1,,,,,,,"Bikaner, Rajasthan, India",18-11-2025,04-08-2025,,,,,,,,N/A,,20000000,,,,,
190,204,91404146,2025_NIA_873195_1,,,,,,,"Jaipur, Rajasthan, India",08-09-2025,19-08-2025,,,,,,,,N/A,,20000000,,,,,
191,1489,92025751,2025_SMSMC_498410_1,,,,,,,"Jaipur, Rajasthan, India",03-10-2025,10-09-2025,,,,,,,,N/A,,20000000,,,,,
192,2121,92112777,GEM/2025/B/6532634,,,,,,,"Etawah, Uttar Pradesh, India",01-10-2025,16-09-2025,5,,,,,,,N/A,,20000000,,,,,
193,2460,92221242,SMS2526GLRC00292,,,,,,,"Jaipur, Rajasthan, India",23-09-2025,,,,,,,,,N/A,,20000000,,,,,
194,2759,92265539,2025_RUHS_499738_1,,,,,,,"Jaipur, Rajasthan, India",13-10-2025,15-09-2025,,,,,,,,N/A,,20000000,,,,,
195,3305,92406288,2025_SMSMC_500536_1,,,,,,,"Jaipur, Rajasthan, India",19-09-2025,ref to doc,,,,,,,,N/A,,20000000,,,,,
196,4091,92604540,2025_RNTMC_502253_2,,,,,,,"Udaipur, Rajasthan, India",13-10-2025,23-09-2025,,,,,,,,N/A,,20000000,,,,,
197,4827,92812096,MCB2526GLRC00155,,,,,,,"Bikaner, Rajasthan, India",13-10-2025,ref to doc,,,,,,,,N/A,,20000000,,,,,
198,4959,92855003,2025_SPMCB_503196_1,,,,,,,"Bikaner, Rajasthan, India",13-10-2025,27-09-2025,,,,,,,,N/A,,20000000,,,,,
199,4996,92859526,CMK2526GLOB00138,,,,,,,"Kota, Rajasthan, India",14-10-2025,ref to doc,,,,,,,,N/A,,20000000,,,,,
200,6089,93150108,2025_MEDIC_505250_1,,,,,,,"Chittorgarh, Rajasthan, India",24-10-2025,13-10-2025,,,,,,,,N/A,,20000000,,,,,
201,6133,93156564,MHS2526GLOB04290,,,,,,,"Pratapgarh, Rajasthan, India",24-10-2025,ref to doc,,,,,,,,N/A,,20000000,,,,,
202,6266,93181527,2025_DSYW_455824_1,,,,,,,"Bhopal, Madhya Pradesh, India",23-10-2025,,,,,,,,,N/A,,20000000,,,,,
203,6388,93216216,AIIMSP/MS/RC-18/Surgical/2025/C No 8881,,,,,,,"Patna, Bihar, India",03-11-2025,06-10-2025,,,,,,,,N/A,,20000000,,,,,
204,7250,93433870,,,,,,,,"Sirohi, Rajasthan, India",14-10-2025,ref to doc,,,,,,,,N/A,,20000000,,,,,
205,7367,93461582,MCA2526GLRC00143,,,,,,,"Ajmer, Rajasthan, India",03-11-2025,ref to doc,,,,,,,,N/A,,20000000,,,,,
206,7481,93497473,2025_JLNMC_507116_1,,,,,,,"Ajmer, Rajasthan, India",03-11-2025,,,,,,,,,N/A,,20000000,,,,,
207,8230,93681890,2025_MERDM_1232316_1,,,,,,,"Sangli, Maharashtra, India",30-10-2025,ref to doc,,,,,,,,N/A,,20000000,,,,,
208,8372,93814206,,,,,,,,"Bangalore, Karnataka, India",27-10-2025,ref to doc,,,,,,,,N/A,,20000000,,,,,
209,8649,93856801,GEM/2025/B/6757887,,,,,,,"Chandigarh Ut, Chandigarh, India",13-11-2025,ref to doc,1063,,,,,,,N/A,,20000000,,,,,
210,8740,93865722,GEM/2025/B/6806905,,,,,,,"Dehradun, Uttarakhand, India",10-11-2025,27-10-2025,4233,,,,,,,N/A,,20000000,,,,,
211,9787,94147012,AIIMSP/MS/RC-18/Surgical/2025/C No 8881,,,,,,,"Patna, Bihar, India",18-11-2025,06-10-2025,,,,,,,,N/A,,20000000,,,,,
212,10913,94452091,GEM/2025/B/6874341,,,,,,,"Etawah, Uttar Pradesh, India",20-11-2025,ref to doc,5,,,,,,,N/A,,20000000,,,,,
213,6115,93167731,GEM/2025/B/6726794,,,,,,,"Sangli, Maharashtra, India",18-10-2025,ref to doc,6785000,,,,,,,N/A,,19998365,,,,,
214,1995,91727702,GEM/2025/B/6589915,,,,,,,"New Delhi, Delhi, India",26-09-2025,ref to doc,59,,,,,,,N/A,,19979238,,,,,
215,8819,93885220,GEM/2025/B/6763914,,,,,,,"New Delhi, Delhi, India",14-11-2025,,270,,,,,,,N/A,,19700000,,,,,
216,4179,92639425,DME/2025-26/IND1717,,,,,,,"Ballari, Karnataka, India",23-10-2025,24-09-2025,,,,,,,,N/A,,19442000,,,,,
217,7726,93555376,GEM/2025/B/6749742,,,,,,,"Lucknow, Uttar Pradesh, India",05-11-2025,,720,,,,,,,N/A,,19306083,,,,,
218,7687,93548704,GEM/2025/B/6787872,,,,,,,"Mumbai, Maharashtra, India",03-11-2025,ref to doc,3029,,,,,,,N/A,,19258703,,,,,
219,189,91364005,2025_MEDIC_493915_1,,,,,,,"Barmer, Rajasthan, India",12-09-2025,18-08-2025,,,,,,,,N/A,,19000000,,,,,
220,5288,92926673,GEM/2025/B/6722908,,,,,,,"Patna, Bihar, India",31-10-2025,07-10-2025,2,,,,,,,N/A,,19000000,,,,,
221,5536,92993416,,,,,,,,"Patna, Bihar, India",17-10-2025,,,,,,,,,N/A,,19000000,,,,,
222,8701,93860309,GEM/2025/B/6812867,,,,,,,"Singhbhum, Jharkhand, India",10-11-2025,,19000000,,,,,,,N/A,,19000000,,,,,
223,8332,93715367,GEM/2025/B/6807567,,,,,,,"Danapur, Bihar, India",08-11-2025,ref to doc,5,,,,,,,N/A,,18338936.72,,,,,
224,7519,93504390,2025_MCC_809744_1,,,,,,,"Kannur, Kerala, India",19-11-2025,24-10-2025,,,,,,,,N/A,,18300000,,,,,
225,10004,94203944,GEM/2025/B/6813005,,,,,,,"Patiala, Punjab, India",24-11-2025,ref to doc,238050,,,,,,,N/A,,18282950,,,,,
226,3280,92426590,GEM/2025/B/6565793,,,,,,,"New Delhi, Delhi, India",09-10-2025,,27060,,,,,,,N/A,,18264321.1,,,,,
227,1481,92024812,GEM/2025/B/6599072,,,,,,,"Lucknow, Uttar Pradesh, India",22-09-2025,ref to doc,1,,,,,,,N/A,,18000000,,,,,
228,4590,92736277,GEM/2025/B/6713674,,,,,,,"New Delhi, Delhi, India",13-10-2025,,2200,,,,,,,N/A,,18000000,,,,,
229,6293,93203875,2025_GMCK_505369_1,,,,,,,"Kota, Rajasthan, India",27-10-2025,16-10-2025,,,,,,,,N/A,,18000000,,,,,
230,6452,93237261,CMK2526GLOB00145,,,,,,,"Kota, Rajasthan, India",27-10-2025,ref to doc,,,,,,,,N/A,,18000000,,,,,
231,9288,94036067,GEM/2025/B/6764704,,,,,,,"New Delhi, Delhi, India",19-11-2025,ref to doc,1500,,,,,,,N/A,,18000000,,,,,
232,8893,93865059,GEM/2025/B/6654804,,,,,,,"Lucknow, Uttar Pradesh, India",14-11-2025,,96285,,,,,,,N/A,,17925357,,,,,
233,850,91834095,GEM/2025/B/6607259,,,,,,,"Imphal, Manipur, India",16-09-2025,ref to doc,650,,,,,,,N/A,,17813000,,,,,
234,4233,92652849,2025_SMSMC_502002_1,,,,,,,"Jaipur, Rajasthan, India",16-10-2025,26-09-2025,,,,,,,,N/A,,17500000,,,,,
235,5015,92859462,MCJ2526GLRC00076,,,,,,,"Jaipur, Rajasthan, India",16-10-2025,,,,,,,,,N/A,,17500000,,,,,
236,4303,92673054,SMIMER/HOSPITAL/MEDICAL SUPERINTENDENT/19/2025-26:225644:,,,,,,,"Surat, Gujarat, India",09-10-2025,ref to doc,,,,,,,,N/A,,17100000,,,,,
237,4083,92602310,GEM/2025/B/6686924,,,,,,,"New Delhi, Delhi, India",13-10-2025,22-09-2025,2,,,,,,,N/A,,17000000,,,,,
238,6047,93147472,GEM/2025/B/6686696,,,,,,,"Etawah, Uttar Pradesh, India",31-10-2025,09-10-2025,1,,,,,,,N/A,,17000000,,,,,
239,8705,93860632,MCJ2526GLSS00092,,,,,,,"Jaipur, Rajasthan, India",03-11-2025,ref to doc,,,,,,,,N/A,,17000000,,,,,
240,2781,92291528,GEM/2025/B/6577993,,,,,,,"Pune, Maharashtra, India",07-10-2025,ref to doc,23280,,,,,,,N/A,,16584401.52,,,,,
241,3940,92567172,GEM/2025/B/6675678,,,,,,,"Lucknow, Uttar Pradesh, India",03-10-2025,,139500,,,,,,,N/A,,16534625,,,,,
242,4152,92606872,GEM/2025/B/6688643,,,,,,,"Lucknow, Uttar Pradesh, India",09-10-2025,,1,,,,,,,N/A,,16200000,,,,,
243,3663,92507214,GEM/2025/B/6664650,,,,,,,"Lucknow, Uttar Pradesh, India",06-10-2025,ref to doc,2,,,,,,,N/A,,16048000,,,,,
244,8247,93689804,GEM/2025/B/6790009,,,,,,,"Lucknow, Uttar Pradesh, India",08-11-2025,,2,,,,,,,N/A,,16048000,,,,,
245,10263,94276119,GEM/2025/B/6846869,,,,,,,"Akola, Maharashtra, India",20-11-2025,,131,,,,,,,N/A,,16040000,,,,,
246,6038,93146966,GEM/2025/B/6746796,,,,,,,"Leh Ladakh, Jammu And Kashmir, India",01-11-2025,11-10-2025,52,,,,,,,N/A,,16000000,,,,,
247,7878,93591425,GEM/2025/B/6780967,,,,,,,"Pratapgarh, Uttar Pradesh, India",31-10-2025,,1483968,,,,,,,N/A,,15900000,,,,,
248,8135,93656925,2025_DMBAK_928530_1,,,,,,,"Bankura, West Bengal, India",10-11-2025,ref to doc,,,,,,,,N/A,,15885582,,,,,
249,10069,94187409,2025_PWD_818491_1,,,,,,,"Alappuzha, Kerala, India",11-11-2025,ref to doc,,,,,,,,N/A,,15719757,,,,,
250,9457,94081951,GEM/2025/B/6840884,,,,,,,"Danapur, Bihar, India",20-11-2025,,5,,,,,,,N/A,,15510969.84,,,,,
251,4617,92699856,,,,,,,,"Not Classified, Maharashtra, India",10-10-2025,ref to doc,,,,,,,,N/A,,15473000,,,,,
252,8600,91699498,GEM/2025/B/6471998,,,,,,,"Chandigarh Ut, Chandigarh, India",27-10-2025,,975000,,,,,,,N/A,,15443500,,,,,
253,10784,94416958,09(2025-2026):241208:,,,,,,,"Ahmedabad, Gujarat, India",15-11-2025,ref to doc,,,,,,,,N/A,,15440195,,,,,
254,27,89286898,GEM/2025/B/6313095,,,,,,,"New Delhi, Delhi, India",13-09-2025,ref to doc,1,,,,,,,N/A,,15000000,,,,,
255,39,89769825,2025_HITE_239376_6,,,,,,,"Jhajjar, Haryana, India",18-11-2025,ref to doc,,,,,,,,N/A,,15000000,,,,,
256,123,91207250,2025_AIMSD_872241_1,,,,,,,"New Delhi, Delhi, India",15-09-2025,27-08-2025,,,,,,,,N/A,,15000000,,,,,
257,3669,92507888,2025_PGIME_877337_1,,,,,,,"Chandigarh Ut, Chandigarh, India",16-10-2025,25-09-2025,,,,,,,,N/A,,15000000,,,,,
258,3837,92553672,GEM/2025/B/6688562,,,,,,,"Lucknow, Uttar Pradesh, India",08-10-2025,ref to doc,1,,,,,,,N/A,,15000000,,,,,
259,4829,92812809,SMS2526GLSS00355,,,,,,,"Jaipur, Rajasthan, India",25-09-2025,ref to doc,,,,,,,,N/A,,15000000,,,,,
260,4880,92822890,MHS2526GLOB04213,,,,,,,"Sirohi, Rajasthan, India",14-10-2025,ref to doc,,,,,,,,N/A,,15000000,,,,,
261,5361,92934237,GEM/2025/B/6727153,,,,,,,"Lucknow, Uttar Pradesh, India",17-10-2025,,2,,,,,,,N/A,,15000000,,,,,
262,5717,93042380,2025_MEDIC_503631_1,,,,,,,"Sirohi, Rajasthan, India",15-10-2025,09-10-2025,,,,,,,,N/A,,15000000,,,,,
263,5997,93144206,GEM/2025/B/6731847,,,,,,,"Lucknow, Uttar Pradesh, India",25-11-2025,,2,,,,,,,N/A,,15000000,,,,,
264,7648,93535972,GEM/2025/B/6783774,,,,,,,"Dehradun, Uttarakhand, India",03-11-2025,17-10-2025,15150,,,,,,,N/A,,15000000,,,,,
265,10139,94225836,2025_THANE_1239854_1,,,,,,,"Thane, Maharashtra, India",20-11-2025,,,,,,,,,N/A,,15000000,,,,,
266,11428,94560831,2025_RSRDC_512979_1,,,,,,,"Jaipur, Rajasthan, India",19-11-2025,ref to doc,,,,,,,,N/A,,14994000,,,,,
267,12016,94723637,RRC2526WSOB00887,,,,,,,"Nagaur, Rajasthan, India",19-11-2025,ref to doc,,,,,,,,N/A,,14994000,,,,,
268,8256,93694904,NIT-16814 Tender No: MDX/2025-26/MED/1,,,,,,,"Haridwar, Uttarakhand, India",27-10-2025,,,,,,,,,N/A,,14800000,,,,,
269,3657,92499100,GEM/2025/B/6641864,,,,,,,"Balrampur, Uttar Pradesh, India",30-09-2025,ref to doc,1441876,,,,,,,N/A,,14764704,,,,,
270,9014,93931580,2025_ARMY_736993_1,,,,,,,"New Delhi, Delhi, India",17-11-2025,ref to doc,,,,,,,,N/A,,14742000,,,,,
271,2035,91835848,GEM/2025/B/6591148,,,,,,,"Ramgarh, Jharkhand, India",23-09-2025,ref to doc,29800,,,,,,,N/A,,14537978,,,,,
272,8728,93865066,GEM/2025/B/6771922,,,,,,,"Thane, Maharashtra, India",11-11-2025,,77,,,,,,,N/A,,14400000,,,,,
273,3182,90866247,GEM/2025/B/6365218,,,,,,,"Pune, Maharashtra, India",07-11-2025,ref to doc,92451,,,,,,,N/A,,14324710.52,,,,,
274,3209,92400344,GEM/2025/B/6575520,,,,,,,"Pune, Maharashtra, India",03-10-2025,,1212,,,,,,,N/A,,14106720.6,,,,,
275,1087,91912669,2025_HRY_468496_1,,,,,,,"Rohtak, Haryana, India",13-10-2025,09-09-2025,,,,,,,,N/A,,14000000,,,,,
276,1173,91949082,SMIMER/HOSPITAL/MEDICAL SUPERINTENDENT/15/2025-26:219006:,,,,,,,"Surat, Gujarat, India",18-09-2025,ref to doc,,,,,,,,N/A,,14000000,,,,,
277,3575,92477353,SMIMER/HOSPITAL/MEDICAL SUPERINTENDENT/15/2025-26,,,,,,,"Surat, Gujarat, India",18-09-2025,ref to doc,,,,,,,,N/A,,14000000,,,,,
278,9270,94030445,SMIMER/HOSPITAL/MEDICAL SUPERINTENDENT/18/2025-26:226171:,,,,,,,"Surat, Gujarat, India",03-11-2025,ref to doc,,,,,,,,N/A,,13921000,,,,,
279,8208,93681886,2025_PWDM_1230868_1,,,,,,,"Jalgaon, Maharashtra, India",25-10-2025,,,,,,,,,N/A,,13752679,,,,,
280,2349,92193036,2025_RJMES_499286_1,,,,,,,"Churu, Rajasthan, India",16-09-2025,11-09-2025,,,,,,,,N/A,,13500000,,,,,
281,2362,92198542,MCC2526GLOB00021,,,,,,,"Churu, Rajasthan, India",16-09-2025,ref to doc,,,,,,,,N/A,,13500000,,,,,
282,2177,91973296,13/BPED/2025-26,,,,,,,"Varanasi, Uttar Pradesh, India",09-09-2025,ref to doc,,,,,,,,N/A,,13463105,,,,,
283,9387,94057981,2025_ARMY_737705_1,,,,,,,"New Delhi, Delhi, India",19-11-2025,ref to doc,,,,,,,,N/A,,13136256,,,,,
284,3378,92442945,"WBMSCL/NIT-800/2025, Dated-12.09.2025",,,,,,,"Kolkata, West Bengal, India",08-10-2025,ref to doc,,,,,,,,N/A,,13000000,,,,,
285,4332,92682179,GEM/2025/B/6654832,,,,,,,"Etawah, Uttar Pradesh, India",17-10-2025,25-09-2025,1,,,,,,,N/A,,13000000,,,,,
286,2049,91886615,GEM/2025/B/6496458,,,,,,,"Mumbai, Maharashtra, India",18-09-2025,,702,,,,,,,N/A,,12903311.56,,,,,
287,4645,92761121,DME/2025-26/IND1715,,,,,,,"Kalaburgi, Karnataka, India",10-10-2025,30-09-2025,,,,,,,,N/A,,12835780,,,,,
288,163,91313284,GEM/2025/B/6442307,,,,,,,"Pune, Maharashtra, India",24-11-2025,ref to doc,77060,,,,,,,N/A,,12605232.35,,,,,
289,5852,93076519,GEM/2025/B/6738850,,,,,,,"Hyderabad, Telangana, India",29-10-2025,,44435,,,,,,,N/A,,12555550,,,,,
290,225,91448707,GEM/2025/B/6556183,,,,,,,"Pondicherry, Puducherry, India",25-09-2025,ref to doc,1,,,,,,,N/A,,12500000,,,,,
291,2140,92158993,GEM/2025/B/6481370,,,,,,,"Gwalior, Madhya Pradesh, India",25-09-2025,ref to doc,20,,,,,,,N/A,,12500000,,,,,
292,5946,93132232,GEM/2025/B/6685145,,,,,,,"Kanpur, Uttar Pradesh, India",18-10-2025,,1,,,,,,,N/A,,12500000,,,,,
293,6976,93375391,GEM/2025/B/6756852,,,,,,,"Bijnor, Uttar Pradesh, India",24-11-2025,,1,,,,,,,N/A,,12500000,,,,,
294,2591,92259038,GEM/2025/B/6657828,,,,,,,"Vadodara, Gujarat, India",14-10-2025,,1,,,,,,,N/A,,12376286,,,,,
295,7631,93530747,PCSD/2025-26/IND0253,,,,,,,"Bangalore, Karnataka, India",29-10-2025,ref to doc,,,,,,,,N/A,,12183090,,,,,
296,10413,94334872,GEM/2025/B/6854388,,,,,,,"Amravati, Maharashtra, India",22-11-2025,ref to doc,398,,,,,,,N/A,,12131260,,,,,
297,4700,92776509,GEM/2025/B/6717654,,,,,,,"Jaunpur, Uttar Pradesh, India",04-10-2025,,368800,,,,,,,N/A,,12105000,,,,,
298,425,91653339,GEM/2025/B/6592133,,,,,,,"New Delhi, Delhi, India",11-10-2025,,2,,,,,,,N/A,,12000000,,,,,
299,3217,92402890,2025_SMSMC_500555_1,,,,,,,"Jaipur, Rajasthan, India",11-10-2025,17-09-2025,,,,,,,,N/A,,12000000,,,,,
300,4030,92596189,GEM/2025/B/6598885,,,,,,,"Kamrup, Assam, India",09-10-2025,,4522,,,,,,,N/A,,12000000,,,,,
301,4038,92597631,SMS2526GLOB00329,,,,,,,"Jaipur, Rajasthan, India",03-10-2025,ref to doc,,,,,,,,N/A,,12000000,,,,,
302,4065,92599852,2025_HBC_473192_1,,,,,,,"Panchkula, Haryana, India",08-10-2025,,,,,,,,,N/A,,12000000,,,,,
303,6811,93328563,GEM/2025/B/6771102,,,,,,,"Jaunpur, Uttar Pradesh, India",20-10-2025,,364100,,,,,,,N/A,,12000000,,,,,
304,8909,93903080,,,,,,,,"Varanasi, Uttar Pradesh, India",15-11-2025,ref to doc,,,,,,,,N/A,,12000000,,,,,
305,4659,92768474,GEM/2025/B/6618047,,,,,,,"Pune, Maharashtra, India",03-11-2025,,11076,,,,,,,N/A,,11875217.81,,,,,
306,1082,91912627,2025_HRY_468349_1,,,,,,,"Rohtak, Haryana, India",29-09-2025,09-09-2025,,,,,,,,N/A,,11710000,,,,,
307,5230,92916568,GEM/2025/B/6726979,,,,,,,"Lucknow, Uttar Pradesh, India",22-10-2025,,1,,,,,,,N/A,,11700000,,,,,
308,5455,92941884,,,,,,,,"Lucknow, Uttar Pradesh, India",16-10-2025,ref to doc,,,,,,,,N/A,,11700000,,,,,
309,8418,93715422,GEM/2025/B/6806435,,,,,,,"Sonebhadra, Uttar Pradesh, India",28-10-2025,,400,,,,,,,N/A,,11520000,,,,,
310,5044,92869585,GEM/2025/B/6665529,,,,,,,"Uttara Kannada, Karnataka, India",16-10-2025,ref to doc,9036,,,,,,,N/A,,11259777.11,,,,,
311,5967,93085672,2025_HRY_475920_1,,,,,,,"Gurgaon, Haryana, India",10-10-2025,,,,,,,,,N/A,,11111427,,,,,
312,6948,93352400,GEM/2025/B/6705995,,,,,,,"Gwalior, Madhya Pradesh, India",03-11-2025,,5366,,,,,,,N/A,,11030407,,,,,
313,7145,93408268,2025_DoSpt_815393_1,,,,,,,"Gwalior, Madhya Pradesh, India",30-10-2025,ref to doc,,,,,,,,N/A,,11030407,,,,,
314,7299,93445959,,,,,,,,"Gwalior, Madhya Pradesh, India",30-10-2025,,,,,,,,,N/A,,11030407,,,,,
315,2980,92350702,PFA2526SLOB00264,,,,,,,"Jaipur, Rajasthan, India",23-09-2025,,,,,,,,,N/A,,11000000,,,,,
316,9766,94143332,2025_ARMY_738107_1,,,,,,,"New Delhi, Delhi, India",21-11-2025,ref to doc,,,,,,,,N/A,,10830578,,,,,
317,4969,92847393,GEM/2025/B/6721497,,,,,,,"Unnao, Uttar Pradesh, India",06-10-2025,ref to doc,1080,,,,,,,N/A,,10800000,,,,,
318,7035,93385902,2025_MCC_808195_1,,,,,,,"Kannur, Kerala, India",15-11-2025,24-10-2025,,,,,,,,N/A,,10700000,,,,,
319,9011,93929413,2025_PWD_617336_1,,,,,,,"Salem, Tamil Nadu, India",10-11-2025,ref to doc,,,,,,,,N/A,,10697000,,,,,
320,2819,92304512,GEM/2025/B/6566161,,,,,,,"New Delhi, Delhi, India",07-10-2025,,838242,,,,,,,N/A,,10692405.31,,,,,
321,5553,92991808,GEM/2025/B/6736419,,,,,,,"Jhansi, Uttar Pradesh, India",07-10-2025,ref to doc,1,,,,,,,N/A,,10656000,,,,,
322,4482,92697803,2025_MES_731991_1,,,,,,,"Baramulla, Jammu And Kashmir, India",18-10-2025,04-10-2025,,,,,,,,N/A,,10650000,,,,,
323,7773,93553092,2025_MES_731991_2,,,,,,,"Baramulla, Jammu And Kashmir, India",05-11-2025,21-10-2025,,,,,,,,N/A,,10650000,,,,,
324,1665,92079203,2025_TCMPF_600177_1,,,,,,,"Dindigul, Tamil Nadu, India",17-09-2025,11-09-2025,,,,,,,,N/A,,10600000,,,,,
325,10014,94206721,2025_AHVS_20434_2,,,,,,,"Port Blair, Andaman And Nicobar Islands, India",24-11-2025,ref to doc,,,,,,,,N/A,,10560000,,,,,
326,8279,93689849,GEM/2025/B/6666500,,,,,,,"Pune, Maharashtra, India",15-11-2025,,5457,,,,,,,N/A,,10515878.16,,,,,
327,3436,92454223,GEM/2025/B/6645749,,,,,,,"Ranchi, Jharkhand, India",04-10-2025,,506,,,,,,,N/A,,10500000,,,,,
328,4673,92767856,,,,,,,,"Ranchi, Jharkhand, India",04-10-2025,,,,,,,,,N/A,,10500000,,,,,
329,10023,94207735,GEM/2025/B/6783995,,,,,,,"New Delhi, Delhi, India",25-11-2025,ref to doc,1670,,,,,,,N/A,,10377770,,,,,
330,10048,94211279,GEM/2025/B/6854452,,,,,,,"Lucknow, Uttar Pradesh, India",25-11-2025,ref to doc,2,,,,,,,N/A,,10200000,,,,,
331,10208,94253545,GEM/2025/B/6856843,,,,,,,"Bulandshahr, Uttar Pradesh, India",24-11-2025,,10100000,,,,,,,N/A,,10100000,,,,,
332,10081,94213007,2025_MSME_1088238_1,,,,,,,"Allahabad, Uttar Pradesh, India",07-11-2025,ref to doc,,,,,,,,N/A,,10081500,,,,,
333,12651,94878481,,,,,,,,"Bilaspur , Chhattisgarh, India",25-11-2025,ref to doc,,,,,,,,N/A,,10033000,,,,,
334,40,89769833,2025_HITE_239376_5,,,,,,,"Jhajjar, Haryana, India",18-11-2025,ref to doc,,,,,,,,N/A,,10000000,,,,,
335,208,91405934,MCU2526GLOB00140,,,,,,,"Udaipur, Rajasthan, India",09-09-2025,ref to doc,,,,,,,,N/A,,10000000,,,,,
336,230,91450980,2025_RNTMC_494320_8,,,,,,,"Udaipur, Rajasthan, India",09-09-2025,20-08-2025,,,,,,,,N/A,,10000000,,,,,
337,556,91725128,GEM/2025/B/6597030,,,,,,,"Kollam, Kerala, India",26-09-2025,ref to doc,10000000,,,,,,,N/A,,10000000,,,,,
338,1602,92066051,2025_DHS_794072_1,,,,,,,"Wayanad, Kerala, India",20-09-2025,ref to doc,,,,,,,,N/A,,10000000,,,,,
339,1729,92105524,GEM/2025/B/6620740,,,,,,,"Ahmedabad, Gujarat, India",18-09-2025,ref to doc,8,,,,,,,N/A,,10000000,,,,,
340,2122,92112778,GEM/2025/B/6532909,,,,,,,"Etawah, Uttar Pradesh, India",24-09-2025,ref to doc,4,,,,,,,N/A,,10000000,,,,,
341,3382,92446688,GEM/2025/B/6677271,,,,,,,"Chandauli, Uttar Pradesh, India",23-09-2025,,1,,,,,,,N/A,,10000000,,,,,
342,3521,92468499,2025_RNTMC_501351_1,,,,,,,"Udaipur, Rajasthan, India",02-10-2025,18-09-2025,,,,,,,,N/A,,10000000,,,,,
343,3687,92509891,MCU2526GLRC00173,,,,,,,"Udaipur, Rajasthan, India",30-09-2025,06-09-2025,,,,,,,,N/A,,10000000,,,,,
344,4070,92601131,SE/YTL/TECH/TENDER/2025-26/T11,,,,,,,"Yavatmal, Maharashtra, India",28-09-2025,,,,,,,,,N/A,,10000000,,,,,
345,4071,92601132,,,,,,,,"Yavatmal, Maharashtra, India",28-09-2025,,,,,,,,,N/A,,10000000,,,,,
346,4088,92603563,2025_MEDIC_502244_1,,,,,,,"Sawaimadhopur, Rajasthan, India",06-10-2025,24-09-2025,,,,,,,,N/A,,10000000,,,,,
347,4090,92604449,,,,,,,,"Yavatmal, Maharashtra, India",28-09-2025,ref to doc,,,,,,,,N/A,,10000000,,,,,
348,4142,92627887,GEM/2025/B/6696960,,,,,,,"Chandauli, Uttar Pradesh, India",09-10-2025,ref to doc,1,,,,,,,N/A,,10000000,,,,,
349,4262,92662336,SE/YTL/HR/Tender/2025-26/T-11,,,,,,,"Yavatmal, Maharashtra, India",28-09-2025,24-09-2025,,,,,,,,N/A,,10000000,,,,,
350,4263,92662345,SE/YTL/HR/Tender/2025-26/T-13,,,,,,,"Yavatmal, Maharashtra, India",28-09-2025,ref to doc,,,,,,,,N/A,,10000000,,,,,
351,4264,92662346,SE/YTL/HR/Tender/2025-26/T-12,,,,,,,"Yavatmal, Maharashtra, India",28-09-2025,24-09-2025,,,,,,,,N/A,,10000000,,,,,
352,4265,92662357,SE/YTL/HR/Tender/2025-26/T-14,,,,,,,"Yavatmal, Maharashtra, India",28-09-2025,ref to doc,,,,,,,,N/A,,10000000,,,,,
353,4407,92694999,MHS2526GLRC04099,,,,,,,"Sawaimadhopur, Rajasthan, India",29-09-2025,ref to doc,,,,,,,,N/A,,10000000,,,,,
