 Sr.No , SKU Code , Short Specification , Detailed Specification , UOM , Units , LOB , Portfolio , Brand , Sub Brand , Speciality , Section , GST % 
1039,PPG60 8207,POLYPROPYLENE Blue 6-0 X60-10MM 1/2 Circle Round body Double  Needle  Pledgets,POLYPROPYLENE BU 6-0 X60-10MM HCRB DOUBLE NEEDLE TP3,DZ,12, Suture , P-1 ,Filaprop,Filaprop P,CV,Section C,5
1040,PPG60 8260SR,POLYPROPYLENE Blue 6-0X60-10MM 1/2 Circle round body Double  Needle  Pledgets,POLYPROPYLENE BU 6-0X60-10MM HCRB DOUBLE NEEDLE TP3,DZ,12, Suture , P-1 ,Filaprop,Filaprop P,CV,Section C,5
1041,PPG70 8270SR,POLYPROPYLENE Blue 7-0X60-09MM 1/2 Circle round body Double  Needle  Pledgets,POLYPROPYLENE BU 7-0X60-09MM HCRB DOUBLE NEEDLE TP3,DZ,12, Suture , P-1 ,Filaprop,Filaprop P,CV,Section C,5
1042,PPL01 834,POLYPROPYLENE Blue 1 X 150-48MM 1/2 Circle Round Body LOOP,POLYPROPYLENE BU 1 X 150-48MM 1/2 CIRCLE ROUND BODY  LOOP,DZ,12, Suture , P-1 ,Filaprop,Filaprop,NCV,Section A,5
1043,PPL01 840,POLYPROPYLENE Blue 1 X 70-30MM 1/2 Circle Round Body ,POLYPROPYLENE BU 1 X 70-30MM 1/2 CIRCLE ROUND BODY  ,DZ,12, Suture , P-1 ,Filaprop,Filaprop,NCV,Section A,5
1044,PPL01 843,POLYPROPYLENE Blue 1 X 70-40MM 1/2 Circle Round Body ,POLYPROPYLENE BU 1 X 70-40MM 1/2 CIRCLE ROUND BODY  ,DZ,12, Suture , P-1 ,Filaprop,Filaprop,NCV,Section A,5
1045,PPL01 843DS,POLYPROPYLENE Blue 1 X 100-40MM 1/2 Circle Round Body ,POLYPROPYLENE BU 1 X 100-40MM 1/2 CIRCLE ROUND BODY  ,DZ,12, Suture , P-1 ,Filaprop,Filaprop,NCV,Section A,5
1046,PPL01 883,POLYPROPYLENE Blue 1 X 100-45MM 1/2 Circle Reverse Cutting ,POLYPROPYLENE BU 1 X 100-45MM 1/2 CIRCLE REVERSE CUTTING  ,DZ,12, Suture , P-1 ,Filaprop,Filaprop,NCV,Section A,5
1047,PPL01840NE,NE-POLYPROPYLENE Blue 1 X 70-30MM 1/2 Circle Round Body ,POLYPROPYLENE BU 1 X 70-30MM 1/2 CIRCLE ROUND BODY  ,DZ,12, Suture , P-1 ,Filaprop,Filaprop,NCV,Section N,5
1048,PPL01843NE,NE-POLYPROPYLENE Blue 1 X 70-40MM 1/2 Circle Round Body ,POLYPROPYLENE BU 1 X 70-40MM 1/2 CIRCLE ROUND BODY  ,DZ,12, Suture , P-1 ,Filaprop,Filaprop,NCV,Section N,5
1049,PPL01883NE,NE-POLYPROPYLENE Blue 1 X 100-45MM 1/2 Circle Reverse Cutting ,POLYPROPYLENE BU 1 X 100-45MM 1/2 CIRCLE REVERSE CUTTING  ,DZ,12, Suture , P-1 ,Filaprop,Filaprop,NCV,Section N,5
1050,PPL10 830,POLYPROPYLENE Blue 0 X 70-30MM 1/2 Circle Round Body ,POLYPROPYLENE BU 0 X 70-30MM 1/2 CIRCLE ROUND BODY  ,DZ,12, Suture , P-1 ,Filaprop,Filaprop,NCV,Section A,5
1051,PPL10 842,POLYPROPYLENE Blue 0 X 70-30MM 1/2 Circle Round Body,POLYPROPYLENE BU 0 X 70-30MM 1/2 CIRCLE ROUND BODY  HB,DZ,12, Suture , P-1 ,Filaprop,Filaprop,CV,Section C,5
1052,PPL10 846,POLYPROPYLENE Blue 0 X 90-30MM 1/2 Circle Round Body ,POLYPROPYLENE BU 0 X 90-30MM 1/2 CIRCLE ROUND BODY  ,DZ,12, Suture , P-1 ,Filaprop,Filaprop,NCV,Section A,5
1053,PPL10 894,POLYPROPYLENE Blue 0 X 90-30MM 1/2 Circle Taper Cut ,POLYPROPYLENE BU 0 X 90-30MM 1/2 CIRCLE TAPERCUT ,DZ,12, Suture , P-1 ,Filaprop,Filaprop,NCV,Section A,5
1054,PPL100 1713DN,POLYPROPYLENE Blue 10-0 X 23-16MM Straight Cutting  Double  Needle ,POLYPROPYLENE BU 10-0 X 23-16MM STRAIGHT CUTTING  DOUBLE NEEDLE ,DZ,12, Suture , P-1 ,Filaprop,Filaprop,CV,Section A,5
1055,PPL10846NE,NE-POLYPROPYLENE Blue 0 X 90-30MM 1/2 Circle Round Body ,POLYPROPYLENE BU 0 X 90-30MM 1/2 CIRCLE ROUND BODY  ,DZ,12, Suture , P-1 ,Filaprop,Filaprop,NCV,Section N,5
1056,PPL20 2040DN,POLYPROPYLENE Blue 2-0 X 90-40MM 1/2 Circle Round Body Double  Needle ,POLYPROPYLENE BU 2-0 X 90-40MM 1/2 CIRCLE ROUND BODY  DOUBLE NEEDLE ,DZ,12, Suture , P-1 ,Filaprop,Filaprop,CV,Section C,5
1057,PPL20 807,POLYPROPYLENE Blue 2-0 X 70-25MM 1/2 Circle Taper Cut ,POLYPROPYLENE BU 2-0 X 70-25MM 1/2 CIRCLE TAPERCUT ,DZ,12, Suture , P-1 ,Filaprop,Filaprop,NCV,Section A,5
1058,PPL20 841,POLYPROPYLENE Blue 2-0 X 70-30MM 1/2 Circle Round Body ,POLYPROPYLENE BU 2-0 X 70-30MM 1/2 CIRCLE ROUND BODY  ,DZ,12, Suture , P-1 ,Filaprop,Filaprop,CV,Section C,5
1059,PPL20 844,POLYPROPYLENE Blue 2-0 X 90-30MM 1/2 Circle Round Body ,POLYPROPYLENE BU 2-0 X 90-30MM 1/2 CIRCLE ROUND BODY  ,DZ,12, Suture , P-1 ,Filaprop,Filaprop,NCV,Section A,5
1060,PPL20 8937,POLYPROPYLENE Blue 2-0 X 90-17.5MM 1/2 Circle Taper Cut Double  Needle ,POLYPROPYLENE BU 2-0 X 90-17.5MM HCTC DOUBLE NEEDLE ,DZ,12, Suture , P-1 ,Filaprop,Filaprop,CV,Section C,5
1061,PPL20 8977,POLYPROPYLENE Blue 2-0 X 90-26MM 1/2 Circle Taper Cut Double  Needle ,POLYPROPYLENE BU 2-0 X 90-26MM 1/2 CIRCLE TAPERCUT DOUBLE NEEDLE ,DZ,12, Suture , P-1 ,Filaprop,Filaprop,CV,Section C,5
1062,PPL20 2620BS,POLYPROPYLENE Blue 2-0 X 25-26MM 1/2 Circle Round Body lup,POLYPROPYLENE BU 2-0 X 25-26MM 1/2 CIRCLE ROUND BODY  lup,DZ,12, Suture , P-1 ,Filaprop,Filaprop,NCV,Section A,5
1063,PPL20807NE,NE-POLYPROPYLENE Blue 2-0 X 70-25MM 1/2 Circle Taper Cut ,POLYPROPYLENE BU 2-0 X 70-25MM 1/2 CIRCLE TAPERCUT ,DZ,12, Suture , P-1 ,Filaprop,Filaprop,NCV,Section N,5
1064,PPL20841NE,NE-POLYPROPYLENE Blue 2-0 X 70-30MM 1/2 Circle Round Body ,POLYPROPYLENE BU 2-0 X 70-30MM 1/2 CIRCLE ROUND BODY  ,DZ,12, Suture , P-1 ,Filaprop,Filaprop,NCV,Section N,5
1065,PPL20844NE,NE-POLYPROPYLENE Blue 2-0 X 90-30MM 1/2 Circle Round Body ,POLYPROPYLENE BU 2-0 X 90-30MM 1/2 CIRCLE ROUND BODY  ,DZ,12, Suture , P-1 ,Filaprop,Filaprop,CV,Section N,5
1066,PPL30 018,POLYPROPYLENE Blue 3-0 X 70-22MM 3/8 Circle Cutting ,POLYPROPYLENE BU 3-0 X 70-22MM 3/8 CIRCLE CUTTING ,DZ,12, Suture , P-1 ,Filaprop,Filaprop,NCV,Section A,5
1067,PPL30 800,POLYPROPYLENE Blue 3-0 X 90-25MM 3/8 Circle Cutting ,POLYPROPYLENE BU 3-0 X 90-25MM 3/8 CIRCLE CUTTING ,DZ,12, Suture , P-1 ,Filaprop,Filaprop,NCV,Section A,5
1068,PPL30 825,POLYPROPYLENE Blue 3-0 X 90-25MM 1/2 Circle Round Body ,POLYPROPYLENE BU 3-0 X 90-25MM 1/2 CIRCLE ROUND BODY  ,DZ,12, Suture , P-1 ,Filaprop,Filaprop,NCV,Section A,5
1069,PPL30 838,POLYPROPYLENE Blue 3-0 X 70-25MM 1/2 Circle Round Body ,POLYPROPYLENE BU 3-0 X 70-25MM 1/2 CIRCLE ROUND BODY  ,DZ,12, Suture , P-1 ,Filaprop,Filaprop,NCV,Section A,5
1070,PPL30 8522,POLYPROPYLENE Blue 3-0 X 90-26MM 1/2 Circle Round Body Double  Needle ,POLYPROPYLENE BU 3-0 X 90-26MM 1/2 CIRCLE ROUND BODY  DOUBLE NEEDLE ,DZ,12, Suture , P-1 ,Filaprop,Filaprop,CV,Section C,5
1071,PPL30 887,POLYPROPYLENE Blue 3-0 X 70-20MM 1/2 Circle Round Body ,POLYPROPYLENE BU 3-0 X 70-20MM 1/2 CIRCLE ROUND BODY  ,DZ,12, Suture , P-1 ,Filaprop,Filaprop,NCV,Section A,5
1072,PPL30 888,POLYPROPYLENE Blue 3-0 X 70-60MM Straight Cutting ,POLYPROPYLENE BU 3-0 X 70-60MM STRAIGHT CUTTING ,DZ,12, Suture , P-1 ,Filaprop,Filaprop,NCV,Section A,5
1073,PPL30 8936,POLYPROPYLENE Blue 3-0 X 90-17.5MM 1/2 circle Taper Cut Double  Needle ,POLYPROPYLENE BU 3-0 X 90-17.5MM HCTC DOUBLE NEEDLE ,DZ,12, Suture , P-1 ,Filaprop,Filaprop,CV,Section C,5
1074,PPL30018NE,NE-POLYPROPYLENE Blue 3-0 X 70-22MM 3/8 Circle Cutting ,POLYPROPYLENE BU 3-0 X 70-22MM 3/8 CIRCLE CUTTING ,DZ,12, Suture , P-1 ,Filaprop,Filaprop,NCV,Section N,5
1075,PPL30 2630BS,POLYPROPYLENE Blue 3-0 X 30-26MM 1/2 Circle Round Body lup,POLYPROPYLENE BU 3-0 X 30-26MM 1/2 CIRCLE ROUND BODY  lup,DZ,12, Suture , P-1 ,Filaprop,Filaprop,NCV,Section A,5
1076,PPL30825NE,NE-POLYPROPYLENE Blue 3-0 X 90-25MM 1/2 Circle Round Body ,POLYPROPYLENE BU 3-0 X 90-25MM 1/2 CIRCLE ROUND BODY  ,DZ,12, Suture , P-1 ,Filaprop,Filaprop,NCV,Section N,5
1077,PPL308522NE,NE-POLYPROPYLENE Blue 3-0 X 90-26MM 1/2 Circle Round body Double Needle ,POLYPROPYLENE BU 3-0 X 90-26MM HCRBDN,DZ,12, Suture , P-1 ,Filaprop,Filaprop,NCV,Section N,5
1078,PPL40 8204SL,POLYPROPYLENE Blue 4-0 X 60-13MM 1/2 Circle Round Body Double  Needle ,POLYPROPYLENE BU 4-0 X 60-13MM 1/2 CIRCLE ROUND BODY  DOUBLE NEEDLE ,DZ,12, Suture , P-1 ,Filaprop,Filaprop,Suture,Section A,5
1079,PPL40 835,POLYPROPYLENE Blue 4-0 X 70-17MM 1/2 Circle Taper Cut ,POLYPROPYLENE BU 4-0 X 70-17MM 1/2 CIRCLE TAPERCUT ,DZ,12, Suture , P-1 ,Filaprop,Filaprop,CV,Section C,5
1080,PPL40 849,POLYPROPYLENE Blue 4-0 X 70-16MM 1/2 Circle Round Body ,POLYPROPYLENE BU 4-0 X 70-16MM 1/2 CIRCLE ROUND BODY  ,DZ,12, Suture , P-1 ,Filaprop,Filaprop,NCV,Section A,5
1081,PPL40 8521,POLYPROPYLENE Blue 4-0 X 90-26MM 1/2 Circle Round Body Double  Needle ,POLYPROPYLENE BU 4-0 X 90-26MM 1/2 CIRCLE ROUND BODY  DOUBLE NEEDLE ,DZ,12, Suture , P-1 ,Filaprop,Filaprop,CV,Section C,5
1082,PPL40 8526DN,POLYPROPYLENE Blue 4-0 X 75-22MM 1/2 Circle Round Body Double  Needle ,POLYPROPYLENE BU 4-0 X 75-22MM 1/2 CIRCLE ROUND BODY  DOUBLE NEEDLE ,DZ,12, Suture , P-1 ,Filaprop,Filaprop,CV,Section C,5
1083,PPL40 8557,POLYPROPYLENE Blue 4-0 X 90-16MM 1/2 Circle Round Body Double  Needle ,POLYPROPYLENE BU 4-0 X 90-16MM 1/2 CIRCLE ROUND BODY  DOUBLE NEEDLE ,DZ,12, Suture , P-1 ,Filaprop,Filaprop,CV,Section C,5
1084,PPL40 857,POLYPROPYLENE Blue 4-0 X 90-17MM 1/2 Circle Taper Cut ,POLYPROPYLENE BU 4-0 X 90-17MM 1/2 CIRCLE TAPERCUT ,DZ,12, Suture , P-1 ,Filaprop,Filaprop,CV,Section C,5
1085,PPL40 867,POLYPROPYLENE Blue 4-0 X90-25MM 1/2 Circle Taper Cut Double  Needle ,POLYPROPYLENE BU 4-0 X90-25MM 1/2 CIRCLE TAPERCUT DOUBLE NEEDLE C1,DZ,12, Suture , P-1 ,Filaprop,Filaprop,CV,Section C,5
1086,PPL40 870,POLYPROPYLENE Blue 4-0 X 70-16MM 3/8 Circle Cutting ,POLYPROPYLENE BU 4-0 X 70-16MM 3/8 CIRCLE CUTTING ,DZ,12, Suture , P-1 ,Filaprop,Filaprop,NCV,Section A,5
1087,PPL40 879,POLYPROPYLENE Blue 4-0 X 45-12MM 3/8 Circle Reverse Cutting ,POLYPROPYLENE BU 4-0 X 45-12MM 3/8 CIRCLE REVERSE CUTTING  ,DZ,12, Suture , P-1 ,Filaprop,Filaprop,Plastic,Section D,5
1088,PPL40 8845,POLYPROPYLENE Blue 4-0 X90-26MM 1/2 Circle Taper Cut Double  Needle,POLYPROPYLENE BU 4-0 X90-26MM 1/2 CIRCLE TAPERCUT DOUBLE NEEDLE C2,DZ,12, Suture , P-1 ,Filaprop,Filaprop,CV,Section C,5
1089,PPL40 8935,POLYPROPYLENE Blue 4-0 X 90-17.5MM 1/2 Circle Taper Cut Double  Needle ,POLYPROPYLENE BU 4-0 X 90-17.5MM HCTC DOUBLE NEEDLE ,DZ,12, Suture , P-1 ,Filaprop,Filaprop,CV,Section C,5
1090,PPL40 899,POLYPROPYLENE Blue 4-0 X 70-17MM 1/2 Circle Taper Cut ,POLYPROPYLENE BU 4-0 X 70-17MM 1/2 CIRCLE TAPERCUT C1,DZ,12, Suture , P-1 ,Filaprop,Filaprop,CV,Section C,5
1091,PPL405709 ,POLYPROPYLENE Blue 4-0 X 120-26MM 1/2 Circle Round Body Double  Needle  ,POLYPROPYLENE BU 4-0 X 120-26MM 1/2 CIRCLE ROUND BODY  DOUBLE NEEDLE  ,DZ,12, Suture , P-1 ,Filaprop,Filaprop,CV,Section C,5
1092,PPL408417,POLYPROPYLENE Blue 4-0 X 90-16MM 1/2 Circle Taper Cut Double  Needle ,POLYPROPYLENE BU 4-0 X 90-16MM 1/2 CIRCLE TAPERCUT DOUBLE NEEDLE ,DZ,12, Suture , P-1 ,Filaprop,Filaprop,CV,Section C,5
1093,PPL40849NE,NE-POLYPROPYLENE Blue 4-0 X 70-16MM 1/2 Circle Round Body ,POLYPROPYLENE BU 4-0 X 70-16MM 1/2 CIRCLE ROUND BODY  ,DZ,12, Suture , P-1 ,Filaprop,Filaprop,NCV,Section N,5
1094,PPL408521NE,NE-POLYPROPYLENE Blue 4-0 X 90-26MM 1/2 Circle Round body Double Needle ,POLYPROPYLENE BU 4-0 X 90-26MM HCRBDN,DZ,12, Suture , P-1 ,Filaprop,Filaprop,CV,Section N,5
1095,PPL408761DN,POLYPROPYLENE Blue 4-0 X 90-20MM 1/2 Circle Round Body Double  Needle ,POLYPROPYLENE BU 4-0 X 90-20MM 1/2 CIRCLE ROUND BODY  DOUBLE NEEDLE ,DZ,12, Suture , P-1 ,Filaprop,Filaprop,CV,Section C,5
1096,PPL40879i,POLYPROPYLENE Blue 4-0 X 45-12MM 3/8 Circle Reverse Cutting elixir easy glide needle,POLYPROPYLENE BU 4-0 X 45-12MM 3/8 CIRCLE REVERSE CUTTING  I,DZ,12, Suture , P-1 ,Filaprop,Filaprop,CV,Section K,5
1097,PPL408935NE,NE-POLYPROPYLENE Blue 4-0X90-17.5MM 1/2 Circle Taper Cut Double Needle ,POLYPROPYLENE BU 4-0X90-17.5MM 1/2 CIRCLE TAPERCUT DOUBLE NEEDLE,DZ,12, Suture , P-1 ,Filaprop,Filaprop,CV,Section N,5
1098,PPL50 8205,POLYPROPYLENE Blue 5-0 X 60-13MM 1/2 Circle Round Body Double  Needle ,POLYPROPYLENE BU 5-0 X 60-13MM 1/2 CIRCLE ROUND BODY  DOUBLE NEEDLE ,DZ,12, Suture , P-1 ,Filaprop,Filaprop,CV,Section C,5
1099,PPL50 826,POLYPROPYLENE Blue 5-0 X 70-15MM 3/8 Circle Cutting ,POLYPROPYLENE BU 5-0 X 70-15MM 3/8 CIRCLE CUTTING ,DZ,12, Suture , P-1 ,Filaprop,Filaprop,CV,Section C,5
1100,PPL50 827,POLYPROPYLENE Blue 5-0 X 70-12MM 3/8 Circle Round Body ,POLYPROPYLENE BU 5-0 X 70-12MM 3/8 CIRCLE ROUND BODY  ,DZ,12, Suture , P-1 ,Filaprop,Filaprop,NCV,Section A,5
1101,PPL50 827DN,POLYPROPYLENE Blue 5-0 X 70-12MM 3/8 Circle Round Body Double  Needle ,POLYPROPYLENE BU 5-0 X 70-12MM 3/8 CIRCLE ROUND BODY  DOUBLE NEEDLE ,DZ,12, Suture , P-1 ,Filaprop,Filaprop,Plastic,Section D,5
1102,PPL50 8556,POLYPROPYLENE Blue 5-0 X 90-16MM 1/2 Circle Round Body Double  Needle ,POLYPROPYLENE BU 5-0 X 90-16MM HCRB DOUBLE NEEDLE C1,DZ,12, Suture , P-1 ,Filaprop,Filaprop,CV,Section C,5
1103,PPL50 8556XL,POLYPROPYLENE Blue 5-0 X 90-16MM 1/2 circle Round Body Double  Needle ,POLYPROPYLENE BU 5-0 X 90-16MM HCRB DOUBLE NEEDLE C1,DZ,12, Suture , P-1 ,Filaprop,Filaprop,NCV,Section A,5
1104,PPL50 856,POLYPROPYLENE Blue 5-0 X 90-16MM 1/2 Circle round body Double  Needle,POLYPROPYLENE BU 5-0 X 90-16MM HCRB DOUBLE NEEDLE C2,DZ,12, Suture , P-1 ,Filaprop,Filaprop,CV,Section C,5
1105,PPL50 862,POLYPROPYLENE Blue 5-0 X 70-13MM 3/8 Circle Reverse Cutting ,POLYPROPYLENE BU 5-0 X 70-13MM 3/8 CIRCLE REVERSE CUTTING  ,DZ,12, Suture , P-1 ,Filaprop,Filaprop,CV,Section C,5
1106,PPL50 8710,POLYPROPYLENE Blue 5-0 X 75-13MM 1/2 Circle Round Body Double  Needle ,POLYPROPYLENE BU 5-0 X 75-13MM 1/2 CIRCLE ROUND BODY  DOUBLE NEEDLE ,DZ,12, Suture , P-1 ,Filaprop,Filaprop,CV,Section C,5
1107,PPL50 8710BL,POLYPROPYLENE Blue 5-0 X 75-13MM 1/2 Circle Round Body Double  Needle V,POLYPROPYLENE BU 5-0 X 75-13MM 1/2 CIRCLE ROUND BODY  DOUBLE NEEDLE V,DZ,12, Suture , P-1 ,Filaprop,Filaprop,CV,Section C,5
1108,PPL50 8710XL,POLYPROPYLENE Blue 5-0 X 90-13MM 1/2 Circle Round Body Double  Needle ,POLYPROPYLENE BU 5-0 X 90-13MM 1/2 CIRCLE ROUND BODY  DOUBLE NEEDLE ,DZ,12, Suture , P-1 ,Filaprop,Filaprop,CV,Section C,5
1109,PPL50 8721,POLYPROPYLENE Blue 5-0 X 75-13MM 3/8 Circle Round Body Double  Needle ,POLYPROPYLENE BU 5-0 X 75-13MM 3/8 CIRCLE ROUND BODY  DOUBLE NEEDLE ,DZ,12, Suture , P-1 ,Filaprop,Filaprop,CV,Section C,5
1110,PPL50 8802BX,POLYPROPYLENE Blue 5-0 X 75-11MM 1/2 Circle Round Body Double needle V-Black Needle  ,POLYPROPYLENE BU 5-0 X 75-11MM 1/2 CIRCLE ROUND BODY  DVB,DZ,12, Suture , P-1 ,Filaprop,Filaprop,CV,Section C,5
1111,PPL50 8803,POLYPROPYLENE Blue 5-0 X 60-10MM 1/2 Circle Round Body Double  Needle ,POLYPROPYLENE BU 5-0 X 60-10MM 1/2 CIRCLE ROUND BODY  DOUBLE NEEDLE ,DZ,12, Suture , P-1 ,Filaprop,Filaprop,CV,Section C,5
1112,PPL50 881,POLYPROPYLENE Blue 5-0 X 70-16MM 3/8 Circle Round Body ,POLYPROPYLENE BU 5-0 X 70-16MM 3/8 CIRCLE ROUND BODY  ,DZ,12, Suture , P-1 ,Filaprop,Filaprop,NCV,Section A,5
1113,PPL50 882DN,POLYPROPYLENE Blue 5-0 X 70-16MM 3/8 Circle Round Body Double  Needle ,POLYPROPYLENE BU 5-0 X 70-16MM 3/8 CIRCLE ROUND BODY  DOUBLE NEEDLE ,DZ,12, Suture , P-1 ,Filaprop,Filaprop,NCV,Section A,5
1114,PPL50 889,POLYPROPYLENE Blue 5-0 X 90-12MM 3/8 Circle Reverse Cutting ,POLYPROPYLENE BU 5-0 X 90-12MM 3/8 CIRCLE REVERSE CUTTING  ,DZ,12, Suture , P-1 ,Filaprop,Filaprop,NCV,Section A,5
1115,PPL508556NE,NE-POLYPROPYLENE Blue 5-0 X 90-16MM 1/2 Circle Round body Double Needle ,POLYPROPYLENE BU 5-0 X 90-16MM HCRBDN,DZ,12, Suture , P-1 ,Filaprop,Filaprop,NCV,Section N,5
1116,PPL50 8557,POLYPROPYLENE Blue 5-0 X 90-17MM 1/2 Circle Round Body ,POLYPROPYLENE BU 5-0 X 90-17MM 1/2 CIRCLE ROUND BODY  ,DZ,12, Suture , P-1 ,Filaprop,Filaprop,CV,Section C,5
1117,PPL50856i,POLYPROPYLENE Blue 5-0X90-16MM 1/2 Circle round body elixir taper point Double Needle,POLYPROPYLENE BU 5-0X90-16MM HCRB DOUBLE NEEDLE C2 I,DZ,12, Suture , P-1 ,Filaprop,Filaprop,CV,Section K,5
1118,PPL508710NE,NE-POLYPROPYLENE Blue 5-0 X 75-13MM 1/2 circle Round Body Double Needle,POLYPROPYLENE BU 5-0 X 75-13MM HCRBDN,DZ,12, Suture , P-1 ,Filaprop,Filaprop,CV,Section N,5
1119,PPL508710XL,POLYPROPYLENE Blue 5-0 X 90-13MM 1/2 Circle Round Body Double  Needle ,POLYPROPYLENE BU 5-0 X 90-13MM 1/2 CIRCLE ROUND BODY  DOUBLE NEEDLE ,DZ,12, Suture , P-1 ,Filaprop,Filaprop,NCV,Section C,5
1120,PPL50 8756,POLYPROPYLENE Blue 5-0 X 90-17MM 1/2 Circle Round Body Double  Needle ,POLYPROPYLENE BU 5-0 X 90-17MM 1/2 CIRCLE ROUND BODY  DOUBLE NEEDLE ,DZ,12, Suture , P-1 ,Filaprop,Filaprop,CV,Section C,5
1121,PPL508803i,POLYPROPYLENE Blue 5-0X60-10MM 1/2 Circle Round Body elixir Double Needle,POLYPROPYLENE BU 5-0X60-10MM 1/2 CIRCLE ROUND BODY  DOUBLE NEEDLE  I,DZ,12, Suture , P-1 ,Filaprop,Filaprop,CV,Section K,5
1122,PPL60 817,POLYPROPYLENE Blue 6-0 X 70-13MM 3/8 Circle Cutting ,POLYPROPYLENE BU 6-0 X 70-13MM 3/8 CIRCLE CUTTING ,DZ,12, Suture , P-1 ,Filaprop,Filaprop,CV,Section C,5
1123,PPL60 818,POLYPROPYLENE Blue 6-0 X 60-13MM 3/8 Circle Round Body Double  Needle ,POLYPROPYLENE BU 6-0 X 60-13MM 3/8 CIRCLE ROUND BODY  DOUBLE NEEDLE ,DZ,12, Suture , P-1 ,Filaprop,Filaprop,CV,Section C,5
1124,PPL60 8207,POLYPROPYLENE Blue 6-0 X 60-10MM 1/2 Circle Round Body Double  Needle ,POLYPROPYLENE BU 6-0 X 60-10MM 1/2 CIRCLE ROUND BODY  DOUBLE NEEDLE ,DZ,12, Suture , P-1 ,Filaprop,Filaprop,CV,Section C,5
1125,PPL60 823,POLYPROPYLENE Blue 6-0 X 70-15MM 3/8 Circle Cutting ,POLYPROPYLENE BU 6-0 X 70-15MM 3/8 CIRCLE CUTTING ,DZ,12, Suture , P-1 ,Filaprop,Filaprop,NCV,Section A,5
1126,PPL60 829,POLYPROPYLENE Blue 6-0 X 70-13MM 3/8 Circle Round Body Double  Needle ,POLYPROPYLENE BU 6-0 X 70-13MM 3/8 CIRCLE ROUND BODY  DOUBLE NEEDLE ,DZ,12, Suture , P-1 ,Filaprop,Filaprop,CV,Section C,5
1127,PPL60 8305BL,POLYPROPYLENE Blue 6-0 X 60-08MM 3/8 Circle Round Body Double  Needle V,POLYPROPYLENE BU 6-0 X 60-08MM 3/8 CIRCLE ROUND BODY  DOUBLE NEEDLE V,DZ,12, Suture , P-1 ,Filaprop,Filaprop,CV,Section C,5
1128,PPL60 8307BL,POLYPROPYLENE Blue 6-0 X 60-13MM 3/8 Circle Round Body Double  Needle V-Black Needle ,POLYPROPYLENE BU 6-0 X 60-13MM CURB DOUBLE NEEDLE VB,DZ,12, Suture , P-1 ,Filaprop,Filaprop,CV,Section C,5
1129,PPL60 8597,POLYPROPYLENE Blue 6-0 X 60-11MM 3/8 Circle Round Body Double  Needle ,POLYPROPYLENE BU 6-0 X 60-11MM 3/8 CIRCLE ROUND BODY  DOUBLE NEEDLE ,DZ,12, Suture , P-1 ,Filaprop,Filaprop,CV,Section C,5
1130,PPL60 8718,POLYPROPYLENE Blue 6-0 X 60-13MM 3/8 Circle round body Double  Needle,POLYPROPYLENE BU 6-0 X 60-13MM CURB DOUBLE NEEDLE TH,DZ,12, Suture , P-1 ,Filaprop,Filaprop,CV,Section C,5
1131,PPL60 872,POLYPROPYLENE Blue 6-0 X 60-9MM 3/8 Circle Round Body Double  Needle ,POLYPROPYLENE BU 6-0 X 60-9MM 3/8 CIRCLE ROUND BODY  DOUBLE NEEDLE C1,DZ,12, Suture , P-1 ,Filaprop,Filaprop,CV,Section C,5
1132,PPL60 8726,POLYPROPYLENE Blue 6-0 X 60-13MM 3/8 Circle round body Double  Needle,POLYPROPYLENE BU 6-0 X 60-13MM CURB DOUBLE NEEDLE TN,DZ,12, Suture , P-1 ,Filaprop,Filaprop,CV,Section C,5
1133,PPL60 8726BL,POLYPROPYLENE Blue 6-0 X 60-13MM 3/8 Circle Round Body Double  V-Black needle,POLYPROPYLENE BU 6-0 X 60-13MM 3/8 CIRCLE ROUND BODY  DVB,DZ,12, Suture , P-1 ,Filaprop,Filaprop,CV,Section C,5
1134,PPL60 8726BX,POLYPROPYLENE Blue 6-0 X 75-13MM 3/8 Circle Round Body Double needle V-Black Needle  ,POLYPROPYLENE BU 6-0 X 75-13MM 3/8 CIRCLE ROUND BODY  DVB,DZ,12, Suture , P-1 ,Filaprop,Filaprop,CV,Section C,5
1135,PPL60 8726SL,POLYPROPYLENE Blue 6-0 X 45-13MM 3/8 Circle Round Body Double  Needle ,POLYPROPYLENE BU 6-0 X 45-13MM CURB DOUBLE NEEDLE ,DZ,12, Suture , P-1 ,Filaprop,Filaprop,CV,Section C,5
1136,PPL60 8726XL,POLYPROPYLENE Blue 6-0 X 75-13MM 3/8 Circle Round Body Double  Needle ,POLYPROPYLENE BU 6-0 X 75-13MM 3/8 CIRCLE ROUND BODY  DOUBLE NEEDLE ,DZ,12, Suture , P-1 ,Filaprop,Filaprop,CV,Section C,5
1137,PPL60 8726XXL,POLYPROPYLENE Blue 6-0 X 90-13MM 3/8 Circle Round Body Double  Needle ,POLYPROPYLENE BU 6-0 X 90-13MM 3/8 CIRCLE ROUND BODY  DOUBLE NEEDLE ,DZ,12, Suture , P-1 ,Filaprop,Filaprop,CV,Section C,5
1138,PPL60 878,POLYPROPYLENE Blue 6-0 X 45-12MM 3/8 Circle Reverse Cutting ,POLYPROPYLENE BU 6-0 X 45-12MM 3/8 CIRCLE REVERSE CUTTING  ,DZ,12, Suture , P-1 ,Filaprop,Filaprop,Opthal,Section E,5
